n,dataset_idx,num_columns,mse,abse,bool_error,trial,gaussian_imse
500,naive_agg,,0.9966628969580824,0.7595616315518082,0.5703333333333334,27,-1.0
500,opt_naive_agg,,1.006950382723783,0.7536080133655787,0.5691666666666667,27,-1.0
500,imputed_baseline,,7.551139095130648,0.7596932170549647,0.568,27,-1.0
500,rw_imputed_baseline,,6.280329272226498,0.7553943742941818,0.5675,27,-1.0
500,0,37.0,1.069800856014654,0.7655269460312936,0.5945,28,-1.0
500,1,36.0,1.0088722486723685,0.7758284076647884,0.5955,28,-1.0
500,2,35.0,1.0489932553820611,0.77611735305054,0.5948333333333333,28,-1.0
500,3,30.0,1.165635487310786,0.7956138090759309,0.6121666666666666,28,-1.0
500,4,27.0,0.9573275380284364,0.7442527351911252,0.572,28,-1.0
500,agg,,0.9286954383480044,0.7395446389773639,0.575,28,-1.0
500,naive_agg,,0.9270837882131128,0.7369433419334582,0.5688333333333333,28,-1.0
500,opt_naive_agg,,0.9229066417688572,0.734230032031674,0.5686666666666667,28,-1.0
500,imputed_baseline,,0.9042527639984664,0.7350404256317437,0.5763333333333334,28,-1.0
500,rw_imputed_baseline,,0.8925013053077088,0.734322765138646,0.5785,28,-1.0
500,0,37.0,0.9656018662418512,0.7566712174667497,0.579,29,-1.0
500,1,36.0,1.0611393557988076,0.7911685254952855,0.6006666666666667,29,-1.0
500,2,35.0,1.4611734986294216,0.8869992030356866,0.6306666666666667,29,-1.0
500,3,30.0,1.0952314319407763,0.794263888541123,0.5876666666666667,29,-1.0
500,4,27.0,4.384792484155639,0.8141595262870387,0.5653333333333334,29,-1.0
500,agg,,0.9427567767239268,0.7515157326834211,0.5803333333333334,29,-1.0
500,naive_agg,,1.0665056201064762,0.756367639100437,0.567,29,-1.0
500,opt_naive_agg,,1.3184879078561769,0.7561247995758676,0.5671666666666667,29,-1.0
500,imputed_baseline,,0.8776985113843491,0.7221893361287132,0.5596666666666666,29,-1.0
500,rw_imputed_baseline,,0.8869146885590774,0.725665704796485,0.5608333333333333,29,-1.0
500,0,37.0,0.9982276811204024,0.7661549288586295,0.5738333333333333,30,-1.0
500,1,36.0,2.580043781276157,0.8287727193885647,0.6031666666666666,30,-1.0
500,2,35.0,1.0662866455524658,0.77861675936019,0.586,30,-1.0
500,3,30.0,1.3975947069552463,0.8638443211259658,0.6233333333333333,30,-1.0
500,4,27.0,1.9697763738605287,0.7923712617120979,0.5708333333333333,30,-1.0
500,agg,,0.9090545652531988,0.740813402066371,0.5698333333333333,30,-1.0
500,naive_agg,,0.915676507835274,0.7371602715744281,0.565,30,-1.0
500,opt_naive_agg,,1.042920553855284,0.7477643054520119,0.5638333333333333,30,-1.0
500,imputed_baseline,,1.127545308699232,0.7484016752582818,0.5731666666666667,30,-1.0
500,rw_imputed_baseline,,0.9314297733706812,0.7422349212184371,0.5733333333333334,30,-1.0
500,0,37.0,1.2886884519505797,0.7662733347234947,0.5835,31,-1.0
500,1,36.0,0.9701569405136252,0.7691199511306785,0.5941666666666666,31,-1.0
500,2,35.0,1.8353998653265793,0.8224840284643851,0.6021666666666666,31,-1.0
500,3,30.0,1.1404957257818826,0.823727491725238,0.5975,31,-1.0
500,4,27.0,1.0817773165062072,0.766303636683414,0.5693333333333334,31,-1.0
500,agg,,0.8810995186140068,0.7218293333738998,0.558,31,-1.0
500,naive_agg,,0.8984402952132263,0.7241620154950086,0.5588333333333333,31,-1.0
500,opt_naive_agg,,0.8915248291421073,0.7232617220348044,0.5568333333333333,31,-1.0
500,imputed_baseline,,1.2443957250726532,0.7318751993880811,0.5626666666666666,31,-1.0
500,rw_imputed_baseline,,0.9758369511360924,0.7286481874624878,0.5631666666666667,31,-1.0
500,0,37.0,1.1312047967419498,0.7854014297896865,0.5961666666666666,32,-1.0
500,1,36.0,0.9565109189817704,0.7484681327201255,0.5751666666666667,32,-1.0
500,2,35.0,1.870523044517873,0.940006646482546,0.6473333333333333,32,-1.0
500,3,30.0,0.985407759033804,0.7622962601096862,0.5716666666666667,32,-1.0
500,4,27.0,1.2470437090855668,0.778256024724361,0.5755,32,-1.0
500,agg,,0.9329244127404072,0.745764972488418,0.5778333333333333,32,-1.0
500,naive_agg,,0.9425111663127032,0.7474830619333249,0.5713333333333334,32,-1.0
500,opt_naive_agg,,0.945037990404602,0.7392361102825267,0.563,32,-1.0
500,imputed_baseline,,0.892449224919955,0.7347517947424673,0.5683333333333334,32,-1.0
500,rw_imputed_baseline,,0.890907233322613,0.7343036379678236,0.5675,32,-1.0
500,0,37.0,0.9832831933414022,0.7643263452325443,0.59,33,-1.0
500,1,36.0,0.98506184304585,0.7700096701515264,0.592,33,-1.0
500,2,35.0,2.9031140286840413,0.9823532863044452,0.6583333333333333,33,-1.0
500,3,30.0,1.0390170741086482,0.7832866456277685,0.5728333333333333,33,-1.0
500,4,27.0,2.4854851871754553,0.7947944426445563,0.565,33,-1.0
500,agg,,0.8953673861803081,0.7358378134359528,0.572,33,-1.0
500,naive_agg,,0.9397219050866852,0.7474684895356337,0.5738333333333333,33,-1.0
500,opt_naive_agg,,0.992149034547952,0.7407566722483538,0.5595,33,-1.0
500,imputed_baseline,,0.8748273724827749,0.7264858881414368,0.57,33,-1.0
500,rw_imputed_baseline,,0.8831374648331681,0.7301793157279156,0.5731666666666667,33,-1.0
500,0,37.0,1.1540447078083589,0.7917637918713862,0.5971666666666666,34,-1.0
500,1,36.0,0.9515512036993536,0.7570203928882199,0.5956666666666667,34,-1.0
500,2,35.0,1.054954986503294,0.7951368942474111,0.6095,34,-1.0
500,3,30.0,1.0483693701544865,0.8030007802535679,0.5938333333333333,34,-1.0
500,4,27.0,1.7929078082272505,0.7808461610748157,0.5783333333333334,34,-1.0
500,agg,,0.9152751399960496,0.7429941565787526,0.5853333333333334,34,-1.0
500,naive_agg,,0.9247080689897011,0.7443988691442782,0.5755,34,-1.0
500,opt_naive_agg,,0.950190092454346,0.7437448275940481,0.5723333333333334,34,-1.0
500,imputed_baseline,,0.873539575984344,0.7240512826234071,0.5696666666666667,34,-1.0
500,rw_imputed_baseline,,0.8735293163340219,0.723929724577734,0.5705,34,-1.0
500,0,37.0,1.0616188149596273,0.7913000173770464,0.5868333333333333,35,-1.0
500,1,36.0,1.4534098336979808,0.7848969148892784,0.5908333333333333,35,-1.0
500,2,35.0,0.9489340640729242,0.7594761856700364,0.5866666666666667,35,-1.0
500,3,30.0,1.773290360017411,0.8470300219512146,0.6048333333333333,35,-1.0
500,4,27.0,1.7040478311188538,0.7864540793842475,0.5698333333333333,35,-1.0
500,agg,,0.935042158812491,0.7358841636577124,0.555,35,-1.0
500,naive_agg,,0.941332035023003,0.7349892364441807,0.5411666666666667,35,-1.0
500,opt_naive_agg,,0.9682294666243946,0.7365476728357726,0.5471666666666667,35,-1.0
500,imputed_baseline,,3.795786123635867,0.7473270069226373,0.5528333333333333,35,-1.0
500,rw_imputed_baseline,,3.087647531016069,0.745713533276591,0.5523333333333333,35,-1.0
500,0,37.0,2.1827971599726377,0.7801155918477208,0.5821666666666667,36,-1.0
500,1,36.0,0.974709401889421,0.7723380053277286,0.5978333333333333,36,-1.0
